0.00000000e+000	-2.86321527e+003	
2.94245504e-001	-2.66411244e+003	
5.88491008e-001	-2.57287710e+003	
8.82736511e-001	-2.65150927e+003	
1.17698202e+000	-2.73507695e+003	
1.47122752e+000	-2.68376119e+003	
1.76547302e+000	-2.60645682e+003	
2.05971853e+000	-2.57850544e+003	
2.35396403e+000	-2.56641278e+003	
2.64820953e+000	-2.54769871e+003	
2.94245504e+000	-2.51657522e+003	
3.23670054e+000	-2.48568589e+003	
3.53094605e+000	-2.45503153e+003	
3.82519155e+000	-2.43654317e+003	
4.11943705e+000	-2.41924327e+003	
4.41368256e+000	-2.40201838e+003	
4.70792806e+000	-2.38486869e+003	
5.00217356e+000	-2.36916806e+003	
5.29641907e+000	-2.34327119e+003	
5.59066457e+000	-2.31754943e+003	
5.88491008e+000	-2.29200343e+003	
6.17915558e+000	-2.27480955e+003	
6.47340108e+000	-2.27501445e+003	
6.76764659e+000	-2.27725498e+003	
7.06189209e+000	-2.29815365e+003	
7.35613760e+000	-2.32063911e+003	
7.65038310e+000	-2.25474804e+003	
7.94462860e+000	-2.19442027e+003	
8.23887411e+000	-2.24043618e+003	
8.53311961e+000	-2.33421721e+003	
8.82736511e+000	-2.23163137e+003	
9.12161062e+000	-2.12770308e+003	
9.41585612e+000	-2.14830809e+003	
9.71010163e+000	-2.38108722e+003	
1.00043471e+001	-2.23990827e+003	
1.02985926e+001	-2.10396218e+003	
1.05928381e+001	-2.16921258e+003	
1.08870836e+001	-2.22279986e+003	
1.11813291e+001	-2.21862905e+003	
1.14755746e+001	-2.18893405e+003	
1.17698202e+001	-2.17246185e+003	
1.20640657e+001	-2.17236042e+003	
1.23583112e+001	-2.17141664e+003	
1.26525567e+001	-2.16726056e+003	
1.29468022e+001	-2.16313567e+003	
1.32410477e+001	-2.15904187e+003	
1.35352932e+001	-2.15733008e+003	
1.38295387e+001	-2.16469469e+003	
1.41237842e+001	-2.17210325e+003	
1.44180297e+001	-2.17955593e+003	
1.47122752e+001	-2.18634277e+003	
1.50065207e+001	-2.18461442e+003	
1.53007662e+001	-2.18289709e+003	
1.55950117e+001	-2.18276051e+003	
1.58892572e+001	-2.18271485e+003	
1.61835027e+001	-2.16516232e+003	
1.64777482e+001	-2.14622636e+003	
1.67719937e+001	-2.17225841e+003	
1.70662392e+001	-2.24904095e+003	
1.73604847e+001	-2.22883336e+003	
1.76547302e+001	-2.15033259e+003	
1.79489757e+001	-2.17768081e+003	
1.82432212e+001	-2.28401553e+003	
1.85374667e+001	-2.28692928e+003	
1.88317122e+001	-2.17079356e+003	
1.91259577e+001	-2.19843931e+003	
1.94202033e+001	-2.25553798e+003	
1.97144488e+001	-2.28349492e+003	
2.00086943e+001	-2.26901437e+003	
2.03029398e+001	-2.26167485e+003	
2.05971853e+001	-2.27124235e+003	
2.08914308e+001	-2.27888291e+003	
2.11856763e+001	-2.29426393e+003	
2.14799218e+001	-2.30970241e+003	
2.17741673e+001	-2.32511728e+003	
2.20684128e+001	-2.33705254e+003	
2.23626583e+001	-2.35995093e+003	
2.26569038e+001	-2.38298759e+003	
2.29511493e+001	-2.39938126e+003	
2.32453948e+001	-2.41563676e+003	
2.35396403e+001	-2.42504710e+003	
2.38338858e+001	-2.43912767e+003	
