0.00000000e+000	-1.86536177e+000	
2.96969998e-001	-1.48520804e+000	
5.93939997e-001	-1.48628654e+000	
8.90909995e-001	-1.48170581e+000	
1.18787999e+000	-1.47891319e+000	
1.48484999e+000	-1.48240630e+000	
1.78181999e+000	-1.48332565e+000	
2.07878999e+000	-1.48175068e+000	
2.37575999e+000	-1.48049998e+000	
2.67272999e+000	-1.48043506e+000	
2.96969998e+000	-1.48083334e+000	
3.26666998e+000	-1.48105561e+000	
3.56363998e+000	-1.48104113e+000	
3.86060998e+000	-1.48024512e+000	
4.15757998e+000	-1.48003711e+000	
4.45454998e+000	-1.47982112e+000	
4.75151998e+000	-1.47953452e+000	
5.04848997e+000	-1.47906445e+000	
5.34545997e+000	-1.47919363e+000	
5.64242997e+000	-1.47930247e+000	
5.93939997e+000	-1.47908018e+000	
6.23636997e+000	-1.47847995e+000	
6.53333997e+000	-1.47839431e+000	
6.83030997e+000	-1.47818388e+000	
7.12727996e+000	-1.47891698e+000	
7.42424996e+000	-1.48000370e+000	
7.72121996e+000	-1.47906103e+000	
8.01818996e+000	-1.47543161e+000	
8.31515996e+000	-1.47778420e+000	
8.61212996e+000	-1.48396227e+000	
8.90909995e+000	-1.48141281e+000	
9.20606995e+000	-1.47209390e+000	
9.50303995e+000	-1.47881737e+000	
9.80000995e+000	-1.48271907e+000	
1.00969799e+001	-1.48005300e+000	
1.03939499e+001	-1.47384525e+000	
1.06909199e+001	-1.47605355e+000	
1.09878899e+001	-1.47991219e+000	
1.12848599e+001	-1.47925481e+000	
1.15818299e+001	-1.47839623e+000	
1.18787999e+001	-1.47759721e+000	
1.21757699e+001	-1.47681184e+000	
1.24727399e+001	-1.47651806e+000	
1.27697099e+001	-1.47653844e+000	
1.30666799e+001	-1.47686640e+000	
1.33636499e+001	-1.47722047e+000	
1.36606199e+001	-1.47752416e+000	
1.39575899e+001	-1.47804770e+000	
1.42545599e+001	-1.47782052e+000	
1.45515299e+001	-1.47765931e+000	
1.48484999e+001	-1.47746982e+000	
1.51454699e+001	-1.47758140e+000	
1.54424399e+001	-1.47765038e+000	
1.57394099e+001	-1.47766329e+000	
1.60363799e+001	-1.47750626e+000	
1.63333499e+001	-1.47793643e+000	
1.66303199e+001	-1.47902692e+000	
1.69272899e+001	-1.47918610e+000	
1.72242599e+001	-1.47682234e+000	
